GEOTYPE|ST|GEOCOMP|GEO_ID|GEO_TTL|GEO_ID_F|NAICS2017|NAICS2017_TTL|NAICS2017_F|SECTOR|YEAR|FIRM|FIRM_F|ESTAB|ESTAB_F|RCPTOT|RCPTOT_F|PAYANN|PAYANN_F|PAYQTR1|PAYQTR1_F|EMP|EMP_F|EMPQ1PW|EMPQ1PW_F|EMPQ2PW|EMPQ2PW_F|EMPQ3PW|EMPQ3PW_F|EMPQ4PW|EMPQ4PW_F|HOURS|HOURS_F|PAYANPW|PAYANPW_F|CSTMTOT|CSTMTOT_F|CSTMPRT|CSTMPRT_F|CSTRSL|CSTRSL_F|CSTFU|CSTFU_F|CSTELEC|CSTELEC_F|CSTCNT|CSTCNT_F|ELECPCH|ELECPCH_F|ELECGEN|ELECGEN_F|ELECSLD|ELECSLD_F|VALADD|VALADD_F|INVTOTB|INVTOTB_F|INVFINB|INVFINB_F|INVWIPB|INVWIPB_F|INVMATB|INVMATB_F|INVTOTE|INVTOTE_F|INVFINE|INVFINE_F|INVWIPE|INVWIPE_F|INVMATE|INVMATE_F|RPTOT|RPTOT_F|RPBLD|RPBLD_F|RPMCH|RPMCH_F|PCHTT|PCHTT_F|PCHTEMP|PCHTEMP_F|PCHCMPQ|PCHCMPQ_F|PCHEXSO|PCHEXSO_F|PCHDAPR|PCHDAPR_F|PCHCSVC|PCHCSVC_F|PCHRPR|PCHRPR_F|PCHRFUS|PCHRFUS_F|PCHADVT|PCHADVT_F|PCHPRTE|PCHPRTE_F|PCHTAX|PCHTAX_F|PCHOEXP|PCHOEXP_F
01|00|00|0100000US|United States||331513|Steel foundries (except investment)||31|2017|186||198||3296544||670503||169913||12058||9255||9428||9419||9892||19117||450990||1548076||1128460||221092||34452||92379||71693||1244031||0||0|D|1803303||447284||169597||126981||150706||522974||192909||158504||171561||21339||13810||7529||259349||16486||7936||4778||2292||3647||58842||21802||1524||27024||13223||101795|
01|00|00|0100000US|United States||33152|Nonferrous metal foundries||31|2017|959||1048||13061789||2816698||697468||55238||45012||45414||45214||45251||88377||1989646||5622766||4579667||190333||112571||268410||471785||3389539||0|D|0||7505089||1293624||424636||441839||427149||1399570||429261||503280||467029||104743||63509||41234||1412274||176815||23398||10758||10310||16932||250347||52903||7129||73704||45866||744112|
01|00|00|0100000US|United States||331523|Nonferrous metal die-casting foundries||31|2017|350||394||7483706||1638934||418322||31684||25925||26121||25770||25792||52364||1199375||3240899||2644960||109486||68657||165702||252094||2142931||0|D|0||4261424||644207||206222||243008||194977||675074||205917||261930||207227||64630||34452||30178||688388||116004||14069||6248||5848||7549||162392||27867||3119||45684||24024||275584|
01|00|00|0100000US|United States||331524|Aluminum foundries (except die-casting)||31|2017|375||394||3004029||697326||164349||14252||11601||11701||11880||11844||21150||459005||1266871||1006388||49926||33570||61817||115170||744401||1026||0||1744456||287532||80282||83064||124186||300679||86713||83931||130035||25974||18441||7533||419878||47424||7106||2935||2233||3691||50491||16340||2138||15287||13593||258640|
01|00|00|0100000US|United States||331529|Other nonferrous metal foundries (except die-casting)||31|2017|252||260||2574054||480438||114797||9302||7486||7592||7564||7615||14863||331266||1114996||928319||30921||10344||40891||104521||502207||0|D|0||1499209||361885||138132||115767||107986||423817||136631||157419||129767||14139||10616||3523||304008||13387||2223||1575||2229||5692||37464||8696||1872||12733||8249||209888|
01|00|00|0100000US|United States||332|Fabricated metal product manufacturing||31|2017|49880||54071||344742838||73949468||17875404||1370635||1029961||1039153||1042379||1043064||2024352||47579535||156195391||132598761||8473655||1208867||3416269||10497839||40054937||121935||0|D|190182273||46546842||17056680||12008011||17482151||49348853||18034932||12664585||18649336||4592021||3537431||1054590||28028180||3958292||545753||409087||374117||580430||3492851||719410||842179||2216585||1572272||13317204|
01|00|00|0100000US|United States||3321|Forging and stamping||31|2017|2099||2368||31558875||5706213||1389041||105178||80754||81328||81351||82048||159833||3729413||16486502||13875754||619561||192028||460639||1338520||6061635||0|D|810||15277426||4706391||1481486||1537484||1687421||5045098||1597477||1626546||1821075||312476||241726||70750||2605653||384896||71030||35676||30684||47706||489821||68866||37388||173515||125313||1140758|
01|00|00|0100000US|United States||33211|Forging and stamping||31|2017|2099||2368||31558875||5706213||1389041||105178||80754||81328||81351||82048||159833||3729413||16486502||13875754||619561||192028||460639||1338520||6061635||0|D|810||15277426||4706391||1481486||1537484||1687421||5045098||1597477||1626546||1821075||312476||241726||70750||2605653||384896||71030||35676||30684||47706||489821||68866||37388||173515||125313||1140758|
01|00|00|0100000US|United States||332111|Iron and steel forging||31|2017|326||376||7708536||1135958||288269||19176||14568||14451||14522||14570||29366||784504||4496372||3806236||48274||74944||159404||407514||1919501||0|D|0||3312629||1397719||305326||668282||424111||1568635||344289||729784||494562||40340||26062||14278||596598||60551||17424||6290||7876||6440||158391||18582||1876||45786||28152||245230|
01|00|00|0100000US|United States||332112|Nonferrous forging||31|2017|51||62||2956390||435301||106443||6599||4669||4679||4742||5065||10462||261727||1749332||1164769||0|D|0|D|31627||237552||429383||0||0||1209120||579750||147901||287578||144271||605370||164826||272715||167829||15364||11744||3620||152669||13577||4284||3145||1276||2044||41675||9387||2860||12078||14056||48287|
01|00|00|0100000US|United States||332114|Custom roll forming||31|2017|344||412||7271280||1033496||249230||19076||14468||14705||14689||14741||28078||634302||3956509||3699236||59378||28567||88235||81093||1724195||0|D|0||3334738||1018735||352930||160446||505359||1040481||379108||154235||507138||66220||45174||21046||513629||90511||5088||6735||4211||8234||111266||17485||6142||25571||23746||214640|
01|00|00|0100000US|United States||332117|Powder metallurgy part manufacturing||31|2017|113||133||2268121||463035||109660||9310||7204||7295||7325||7418||15273||286201||1015959||750367||0|D|0|D|53037||180383||645113||0|D|0||1261056||290162||79417||120235||90510||291898||80302||128244||83352||17512||13467||4045||208272||20400||1626||2253||2440||3000||34049||4420||2023||16086||11807||110168|
01|00|00|0100000US|United States||332119|Metal crown, closure, and other metal stamping (except automotive)||31|2017|1291||1385||11354548||2638423||635439||51017||39845||40198||40073||40254||76654||1762679||5268330||4455146||214070||38800||128336||431978||1343443||1782||810||6159883||1420025||595912||300943||523170||1538714||628952||341568||568194||173040||145279||27761||1134485||0|S|0|S|17253||14881||27988||144440||18992||24487||73994||47552||522433|
01|00|00|0100000US|United States||3322|Cutlery and handtool manufacturing||31|2017|1048||1123||9626114||1817852||440362||34100||25427||25500||25454||25431||50349||1142875||3351421||2377611||738475||33348||75684||126303||823422||0|D|0||6287984||1471970||706748||259115||506107||1471362||719834||259320||492208||88322||67210||21112||943737||85949||13704||11404||10170||18293||95454||16048||102581||89324||29851||470959|
01|00|00|0100000US|United States||33221|Cutlery and handtool manufacturing||31|2017|1048||1123||9626114||1817852||440362||34100||25427||25500||25454||25431||50349||1142875||3351421||2377611||738475||33348||75684||126303||823422||0|D|0||6287984||1471970||706748||259115||506107||1471362||719834||259320||492208||88322||67210||21112||943737||85949||13704||11404||10170||18293||95454||16048||102581||89324||29851||470959|
01|00|00|0100000US|United States||332215|Metal kitchen cookware, utensil, cutlery, and flatware (except precious) manufacturing||31|2017|203||209||3286860||388439||98753||6860||5326||5393||5421||5467||10593||258308||887293||683193||132659||12981||18089||40371||194591||0|D|0||2403107||352347||173437||51882||127028||349829||182291||46568||120970||17613||11491||6122||176672||23382||1681||1227||3589||2606||31084||4817||40040||25589||8164||34493|
01|00|00|0100000US|United States||332216|Saw blade and handtool manufacturing||31|2017|848||914||6339254||1429413||341609||27240||20101||20107||20033||19964||39756||884567||2464128||1694418||605816||20367||57595||85932||628831||0|D|0||3884877||1119623||533311||207233||379079||1121533||537543||212752||371238||70709||55719||14990||767065||62567||12023||10177||6581||15687||64370||11231||62541||63735||21687||436466|
01|00|00|0100000US|United States||3323|Architectural and structural metals manufacturing||31|2017|11795||12815||89193140||18353777||4334615||350892||255923||259576||260649||259111||502694||11290179||43934084||37089948||2912594||191705||549711||3190126||6289543||8141||409||45633079||9618563||2708972||2262407||4647184||10451272||2989165||2356237||5105870||1310748||990912||319836||6814772||808309||116333||89072||72753||153267||631998||119181||208755||578999||369017||3667088|
01|00|00|0100000US|United States||33231|Plate work and fabricated structural product manufacturing||31|2017|4916||5383||46257181||8730161||2096305||161393||117059||118138||118479||118069||229967||5433963||23809236||19448851||1675500||95447||281103||2308335||3380384||4911||0|D|22589193||4990038||1352484||1403939||2233615||5279460||1455461||1442210||2381789||613975||438761||175214||3428072||349301||67953||45286||35186||68759||342208||55163||73457||335583||187129||1868047|
01|00|00|0100000US|United States||332311|Prefabricated metal building and component manufacturing||31|2017|642||728||7435566||1371170||332339||25430||16077||16423||16596||16639||32410||687010||4101611||3605457||346078||10500||29718||109858||338519||386||0||3359520||786966||172801||97815||516350||848603||183510||112671||552422||94987||60337||34650||574160||62302||12535||10465||4381||15732||46016||6590||27543||56416||31476||300704|
01|00|00|0100000US|United States||332312|Fabricated structural metal manufacturing||31|2017|2889||3197||31852667||5562995||1335906||101013||73987||74609||74638||74041||144190||3526730||16616749||13218523||1220081||60778||184282||1933085||2308750||3231||0|D|15293713||3406977||962275||1080042||1364660||3550009||1035196||1064916||1449897||392077||278491||113586||2250053||202247||45326||24250||23883||40259||228527||37655||35274||235706||115490||1261436|
01|00|00|0100000US|United States||332313|Plate work manufacturing||31|2017|1411||1458||6968948||1795996||428060||34950||26995||27106||27245||27389||53367||1220223||3090876||2624871||109341||24169||67103||265392||733115||1294||48||3935960||796095||217408||226082||352605||880848||236755||264623||379470||126911||99933||26978||603859||84752||10092||10571||6922||12768||67665||10918||10640||43461||40163||305907|
01|00|00|0100000US|United States||33232|Ornamental and architectural metal products manufacturing||31|2017|6932||7432||42935959||9623616||2238310||189499||138864||141438||142170||141042||272727||5856216||20124848||17641097||1237094||96258||268608||881791||2909159||3230||0|D|23043886||4628525||1356488||858468||2413569||5171812||1533704||914027||2724081||696773||552151||144622||3386700||459008||48380||43786||37567||84508||289790||64018||135298||243416||181888||1799041|
01|00|00|0100000US|United States||332321|Metal window and door manufacturing||31|2017|879||1030||12418399||2492550||583291||50877||35761||36360||36672||35915||72176||1390445||6231004||5664551||379891||25174||77817||83571||919173||586||0||6253425||1153192||270532||144734||737926||1308628||328836||152460||827332||171673||138370||33303||963245||115360||12152||10447||6927||22422||63443||20241||35005||66267||42180||568801|
01|00|00|0100000US|United States||332322|Sheet metal work manufacturing||31|2017|3757||4048||22676579||5313999||1225261||103296||77602||79028||79395||79079||150614||3367198||10741582||9270671||716423||54994||151780||547714||1578046||2180||0|D|12074761||2594502||811004||494541||1288957||2945125||907516||537793||1499816||387015||308614||78401||1787275||251946||26843||25222||23398||45101||177144||31477||66904||125782||103785||909673|
01|00|00|0100000US|United States||332323|Ornamental and architectural metal work manufacturing||31|2017|2313||2354||7840981||1817067||429758||35326||25501||26050||26103||26048||49937||1098573||3152262||2705875||140780||16090||39011||250506||411940||464||0||4715700||880831||274952||219193||386686||918059||297352||223774||396933||138085||105167||32918||636180||91702||9385||8117||7242||16985||49203||12300||33389||51367||35923||320567|
01|00|00|0100000US|United States||3324|Boiler, tank, and shipping container manufacturing||31|2017|1223||1536||33166065||5243014||1289138||83999||62693||62729||63175||63124||127256||3410692||19592558||18447325||248025||88202||343978||465028||4460026||0|D|0|D|13768726||3911773||1527573||800298||1583902||4185825||1656062||867028||1662735||247435||175306||72129||1847857||189162||42529||24623||19954||31036||209948||53331||35244||127685||129860||984485|
01|00|00|0100000US|United States||33241|Power boiler and heat exchanger manufacturing||31|2017|272||321||6893861||1563601||400233||23313||15284||15347||15420||15558||31824||854351||3271711||2961757||100344||10320||44544||154746||596469||1180||0||3635074||839387||192040||309085||338262||861446||163806||350243||347397||48342||33508||14834||510704||49659||20039||5847||9342||8473||43857||15417||12599||49208||31993||264270|
01|00|00|0100000US|United States||332410|Power boiler and heat exchanger manufacturing||31|2017|272||321||6893861||1563601||400233||23313||15284||15347||15420||15558||31824||854351||3271711||2961757||100344||10320||44544||154746||596469||1180||0||3635074||839387||192040||309085||338262||861446||163806||350243||347397||48342||33508||14834||510704||49659||20039||5847||9342||8473||43857||15417||12599||49208||31993||264270|
01|00|00|0100000US|United States||33242|Metal tank (heavy gauge) manufacturing||31|2017|638||736||8428859||1916487||458906||33248||24969||24936||25344||25556||48820||1260028||4003255||3556477||85640||25920||56115||279103||646205||1950||0|D|4433197||1061172||280866||309409||470897||1073445||256678||341190||475577||84257||56484||27773||636701||78242||11814||10438||5085||11813||56408||14293||12633||45006||36307||354662|
01|00|00|0100000US|United States||332420|Metal tank (heavy gauge) manufacturing||31|2017|638||736||8428859||1916487||458906||33248||24969||24936||25344||25556||48820||1260028||4003255||3556477||85640||25920||56115||279103||646205||1950||0|D|4433197||1061172||280866||309409||470897||1073445||256678||341190||475577||84257||56484||27773||636701||78242||11814||10438||5085||11813||56408||14293||12633||45006||36307||354662|
01|00|00|0100000US|United States||33243|Metal can, box, and other metal container (light gauge) manufacturing||31|2017|323||479||17843345||1762926||429999||27438||22440||22446||22411||22010||46612||1296313||12317592||11929091||62041||51962||243319||31179||3217352||0|D|0||5700455||2011214||1054667||181804||774743||2250934||1235578||175595||839761||114836||85314||29522||700452||61261||10676||8338||5527||10750||109683||23621||10012||33471||61560||365553|
01|00|00|0100000US|United States||332431|Metal can manufacturing||31|2017|66||185||14585169||1246546||301960||17160||14333||14339||14330||13864||30050||946259||10567850||10310251||1540||34099||218835||3125||2948662||0||0||4186600||1725701||964826||139734||621141||1943129||1138564||135277||669288||86173||63902||22271||414772||23666||7319||6096||3685||7816||69499||15298||796||22338||44329||213930|
01|00|00|0100000US|United States||332439|Other metal container manufacturing||31|2017|260||294||3258176||516380||128039||10278||8107||8107||8081||8146||16562||350054||1749742||1618840||60501||17863||24484||28054||268690||0|D|0||1513855||285513||89841||42070||153602||307805||97014||40318||170473||28663||21412||7251||285680||37595||3357||2242||1842||2934||40184||8323||9216||11133||17231||151623|
01|00|00|0100000US|United States||3325|Hardware manufacturing||31|2017|571||617||8239344||1450042||356136||29521||20106||20314||20368||20353||38987||792760||3671549||3231324||258501||15760||54102||111862||643541||0|D|0|D|4601855||1122606||464014||226981||431611||1176267||492493||232562||451212||56159||43747||12412||658390||79256||9054||10991||6868||17691||52479||12013||28992||77041||29055||334950|
01|00|00|0100000US|United States||33251|Hardware manufacturing||31|2017|571||617||8239344||1450042||356136||29521||20106||20314||20368||20353||38987||792760||3671549||3231324||258501||15760||54102||111862||643541||0|D|0|D|4601855||1122606||464014||226981||431611||1176267||492493||232562||451212||56159||43747||12412||658390||79256||9054||10991||6868||17691||52479||12013||28992||77041||29055||334950|
01|00|00|0100000US|United States||332510|Hardware manufacturing||31|2017|571||617||8239344||1450042||356136||29521||20106||20314||20368||20353||38987||792760||3671549||3231324||258501||15760||54102||111862||643541||0|D|0|D|4601855||1122606||464014||226981||431611||1176267||492493||232562||451212||56159||43747||12412||658390||79256||9054||10991||6868||17691||52479||12013||28992||77041||29055||334950|
01|00|00|0100000US|United States||3326|Spring and wire product manufacturing||31|2017|989||1139||9164703||1868801||457324||38243||29113||29452||29526||29524||58981||1198248||4262768||3622405||392970||33024||85286||129083||941982||0|D|0|D|4999014||1217927||638082||167219||412626||1343477||721457||180923||441097||118477||98985||19492||842775||110671||9806||10032||9946||16398||118560||14775||24823||59785||46358||421621|
01|00|00|0100000US|United States||33261|Spring and wire product manufacturing||31|2017|989||1139||9164703||1868801||457324||38243||29113||29452||29526||29524||58981||1198248||4262768||3622405||392970||33024||85286||129083||941982||0|D|0|D|4999014||1217927||638082||167219||412626||1343477||721457||180923||441097||118477||98985||19492||842775||110671||9806||10032||9946||16398||118560||14775||24823||59785||46358||421621|
01|00|00|0100000US|United States||332613|Spring manufacturing||31|2017|312||375||4000162||851789||204314||16632||13176||13266||13368||13463||27195||565239||1754931||1410893||197853||17540||41530||87115||475574||0||0||2272277||496676||256944||69419||170313||541027||275234||78175||187618||42549||34057||8492||440393||45809||3598||3745||4784||6463||67081||4556||9925||21914||19044||253474|
01|00|00|0100000US|United States||332618|Other fabricated wire product manufacturing||31|2017|680||764||5164541||1017012||253010||21611||15937||16186||16158||16061||31786||633009||2507837||2211512||195117||15484||43756||41968||466408||0|D|0|D|2726737||721251||381138||97800||242313||802450||446223||102748||253479||75928||64928||11000||402382||64862||6208||6287||5162||9935||51479||10219||14898||37871||27314||168147|
01|00|00|0100000US|United States||3327|Machine shops; turned product; and screw, nut, and bolt manufacturing||31|2017|22076||22670||66041628||19451434||4578171||361697||281764||284079||284474||284638||545716||13619138||25040795||19509616||1027607||190059||745983||3567530||7699184||16767||601||41326366||9035823||3550465||3212701||2272657||9490057||3649545||3439154||2401358||1316688||1020710||295978||5775170||803635||133284||99713||79737||138135||838256||124366||102654||422715||395155||2637520|
01|00|00|0100000US|United States||33271|Machine shops||31|2017|17823||18103||36756196||11955653||2794963||226270||175940||177765||177724||177498||333401||8434623||12991727||10116662||467963||113909||388999||1904194||3964534||6607||0|D|23936277||4748055||1642494||1892052||1213509||4996027||1701845||2004509||1289673||814362||650968||163394||3239658||401655||78617||59295||37715||90087||453390||72035||60263||239006||231930||1515665|
01|00|00|0100000US|United States||332710|Machine shops||31|2017|17823||18103||36756196||11955653||2794963||226270||175940||177765||177724||177498||333401||8434623||12991727||10116662||467963||113909||388999||1904194||3964534||6607||0|D|23936277||4748055||1642494||1892052||1213509||4996027||1701845||2004509||1289673||814362||650968||163394||3239658||401655||78617||59295||37715||90087||453390||72035||60263||239006||231930||1515665|
01|00|00|0100000US|United States||33272|Turned product and screw, nut, and bolt manufacturing||31|2017|4311||4567||29285432||7495781||1783208||135427||105824||106314||106750||107140||212315||5184515||12049068||9392954||559644||76150||356984||1663336||3734650||10160||0|D|17390089||4287768||1907971||1320649||1059148||4494030||1947700||1434645||1111685||502326||369742||132584||2535512||401980||54667||40418||42022||48048||384866||52331||42391||183709||163225||1121855|
01|00|00|0100000US|United States||332721|Precision turned product manufacturing||31|2017|3677||3798||18667961||5409616||1282569||101100||79798||80197||80436||80847||157086||3796809||7105977||5721624||165261||44086||240294||934712||2502381||10123||0|D|11668255||2533441||1018664||853573||661204||2665953||1036598||941910||687445||373058||281759||91299||1787282||300763||39954||29816||26335||33648||266167||31879||29514||132040||109371||787795|
01|00|00|0100000US|United States||332722|Bolt, nut, screw, rivet, and washer manufacturing||31|2017|646||769||10617471||2086165||500639||34327||26026||26117||26314||26293||55229||1387706||4943091||3671330||394383||32064||116690||728624||1232269||37||0||5721834||1754327||889307||467076||397944||1828077||911102||492735||424240||129268||87983||41285||748230||101217||14713||10602||15687||14400||118699||20452||12877||51669||53854||334060|
01|00|00|0100000US|United States||3328|Coating, engraving, heat treating, and allied activities||31|2017|4970||5539||25872819||5836507||1436592||122534||97456||98580||99454||99851||192629||3973964||9812961||8487238||138739||295181||529973||361830||6029521||16215||313||16239178||2470584||922567||431096||1116921||2802936||1050314||482669||1269953||448390||362929||85461||2456055||444247||33673||19137||21981||53922||403641||182124||34749||177155||143650||941776|
01|00|00|0100000US|United States||33281|Coating, engraving, heat treating, and allied activities||31|2017|4970||5539||25872819||5836507||1436592||122534||97456||98580||99454||99851||192629||3973964||9812961||8487238||138739||295181||529973||361830||6029521||16215||313||16239178||2470584||922567||431096||1116921||2802936||1050314||482669||1269953||448390||362929||85461||2456055||444247||33673||19137||21981||53922||403641||182124||34749||177155||143650||941776|
01|00|00|0100000US|United States||332811|Metal heat treating||31|2017|618||785||5270403||1155639||286892||20813||16088||16241||16419||16480||33882||783094||1651037||1314043||11633||97482||167860||60019||1957803||232||0||3669729||691796||215515||155840||320441||824681||244057||177661||402963||84887||64854||20033||479199||76679||8129||3550||3376||10211||108996||24174||5818||49170||34752||154344|
01|00|00|0100000US|United States||332812|Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers||31|2017|2327||2579||13417305||2491455||616171||52340||41712||42348||43002||43171||82506||1722731||5841900||5283499||66754||111391||196430||183826||2374522||919||0|D|7688519||1324544||551403||196293||576848||1495776||631009||229801||634966||197486||160904||36582||1143673||190638||12209||7468||10962||26134||179879||66704||17547||65789||64645||501698|
01|00|00|0100000US|United States||332813|Electroplating, plating, polishing, anodizing, and coloring||31|2017|2074||2175||7185111||2189413||533529||49381||39656||39991||40033||40200||76241||1468139||2320024||1889696||60352||86308||165683||117985||1697196||15064||0|D|4880930||454244||155649||78963||219632||482479||175248||75207||232024||166017||137171||28846||833183||176930||13335||8119||7643||17577||114766||91246||11384||62196||44253||285734|
01|00|00|0100000US|United States||3329|Other fabricated metal product manufacturing||31|2017|5740||6264||71880150||14221828||3594025||244471||176725||177595||177928||178984||347907||8422266||30042753||25957540||2137183||169560||570913||1207557||7106083||2157||0|D|42048645||12991205||5056773||3110710||4823722||13382559||5158585||3220146||5003828||693326||535906||157420||6083771||1052167||116340||108439||122024||103982||652694||128706||266993||510366||304013||2718047|
01|00|00|0100000US|United States||33291|Metal valve manufacturing||31|2017|945||1186||32208809||5512464||1394907||90191||62046||62515||62550||62807||124654||3057365||13898186||11878512||1378093||39562||205715||396304||2538125||117||0||18522208||5885881||2617369||1265556||2002956||6254297||2775921||1318589||2159787||255024||194757||60267||2169933||257383||35829||42299||49850||45671||225606||45987||69759||207869||96667||1093013|
01|00|00|0100000US|United States||332911|Industrial valve manufacturing||31|2017|379||487||11864641||2198757||549347||35255||23427||23647||23527||23517||45564||1139088||4819575||4290457||244315||14456||84612||185735||1092669||0|D|0||7047104||2349277||868055||599383||881839||2360719||869835||599641||891243||110710||84428||26282||871243||86111||17738||14114||17026||21833||83792||18597||21921||77411||38049||474651|
01|00|00|0100000US|United States||332912|Fluid power valve and hose fitting manufacturing||31|2017|294||361||11283373||2080792||514654||33220||22924||22976||23118||23283||46073||1201486||5183161||4456294||475108||12296||73900||165563||859037||0||0||6258768||2075621||936896||458847||679878||2315935||1066708||487591||761636||84590||64484||20106||824214||112618||11628||20936||25488||13651||86832||11984||17101||76221||31217||416538|
01|00|00|0100000US|United States||332913|Plumbing fixture fitting and trim manufacturing||31|2017|95||107||5033819||514543||141372||9566||7082||7177||7107||7166||15376||304549||2171900||1663361||482221||3122||14026||9170||162084||0|D|0||2864082||682841||369741||108695||204405||710723||371701||108898||230124||21424||16448||4976||175163||28751||3091||2927||1162||4428||28395||6902||19217||22219||8242||49829|
01|00|00|0100000US|United States||332919|Other metal valve and pipe fitting manufacturing||31|2017|215||231||4026976||718372||189534||12150||8613||8715||8798||8841||17641||412242||1723550||1468400||176449||9688||33177||35836||424335||0|D|0||2352254||778142||442677||98631||236834||866920||467677||122459||276784||38300||29397||8903||299313||29903||3372||4322||6174||5759||26587||8504||11520||32018||19159||151995|
01|00|00|0100000US|United States||33299|All other fabricated metal product manufacturing||31|2017|4820||5078||39671341||8709364||2199118||154280||114679||115080||115378||116177||223253||5364901||16144567||14079028||759090||129998||365198||811253||4567958||2040||0|D|23526437||7105324||2439404||1845154||2820766||7128262||2382664||1901557||2844041||438302||341149||97153||3913838||794784||80511||66140||72174||58311||427088||82719||197234||302497||207346||1625034|
01|00|00|0100000US|United States||332991|Ball and roller bearing manufacturing||31|2017|106||166||6159361||1079455||277975||19740||16000||16192||16241||16563||30986||762870||2400418||2115132||0|D|0|D|88885||124155||1252490||0|D|0||3857183||1137327||381941||418865||336521||1256848||400139||498907||357802||47424||33993||13431||367469||58974||0|D|0|D|9615||4861||99050||13425||2141||0|D|18695||134246|
01|00|00|0100000US|United States||332992|Small arms ammunition manufacturing||31|2017|145||151||4117447||667204||176136||11958||10428||10114||9545||9488||20769||528602||1651559||1407889||0|D|0|D|29420||7337||382533||0||0||2479806||786670||387087||183083||216500||788013||352413||231675||203925||25455||7784||17671||338060||0|D|0|D|0|D|0|D|0|D|19342||0|D|47641||23875||0|D|203687|
01|00|00|0100000US|United States||332993|Ammunition (except small arms) manufacturing||31|2017|41||51||2735555||972932||249269||11926||4808||4767||4732||4770||8854||297546||439426||270848||0|D|0|D|27676||121742||433194||0|D|0||2269100||222520||21377||159618||41525||205386||23823||130143||51420||5338||4392||946||656846||0|D|0|D|0|D|0|D|0|D|77494||0|D|1109||0|D|0|D|41295|
01|00|00|0100000US|United States||332994|Small arms, ordnance, and ordnance accessories manufacturing||31|2017|382||397||5982177||1137123||311168||18239||12920||12702||12730||12747||24971||618439||2665726||2441298||73870||8682||35533||106343||399131||0|D|0||3341196||1577676||510422||482768||584486||1688360||531602||486333||670425||54905||42875||12030||799075||0|D|13569||14022||13845||10805||42771||0|D|80696||80482||60340||423801|
01|00|00|0100000US|United States||332996|Fabricated pipe and pipe fitting manufacturing||31|2017|644||715||6532023||1548353||372840||27216||20843||20830||21078||20916||41729||1010572||2767503||2463076||89183||17959||47768||149517||597517||125||0||3735619||1261869||370006||237980||653883||1181239||369573||209512||602154||79958||62791||17167||476555||71858||8798||5578||5814||9273||58136||9817||8213||43638||33157||222273|
01|00|00|0100000US|United States||332999|All other miscellaneous fabricated metal product manufacturing||31|2017|3516||3598||14144778||3304297||811730||65201||49680||50475||51052||51693||95944||2146872||6219935||5380785||348017||53058||135916||302159||1503093||1645||0|D|7843533||2119262||768571||362840||987851||2008416||705114||344987||958315||225222||189314||35908||1275833||191360||27139||17802||17675||27254||130295||28662||57434||101213||77267||599732|
01|00|00|0100000US|United States||333|Machinery manufacturing||31|2017|20534||23040||356613188||62959785||15461572||1024849||660365||666131||665054||668312||1269332||32229926||178995882||157110602||13643818||533522||1927461||5780479||23527514||175152||70194||178937847||62741285||21773804||17166353||23801128||64501130||22050500||18210198||24240432||2981877||2314945||666932||29433131||3139508||553218||617150||412584||602113||2480731||488033||1317819||2610478||1320213||15891284|
01|00|00|0100000US|United States||3331|Agriculture, construction, and mining machinery manufacturing||31|2017|2536||2933||77303421||10379401||2591571||187295||124729||122902||122167||123851||234164||5943718||43740721||38736640||3440901||136739||380462||1045979||5298807||107736||0|D|33737287||15814651||7042363||2947134||5825154||15800643||6826645||3337439||5636559||396764||260184||136580||5616385||586309||80853||74611||45284||76750||576069||112593||203497||445799||292906||3121714|
01|00|00|0100000US|United States||33311|Agricultural implement manufacturing||31|2017|1195||1305||28738893||3715061||909924||78693||52210||50423||49117||49803||95599||2139923||17480288||16005169||1088634||46686||126008||213791||1627533||0|D|0||11247059||4569913||2036668||624018||1909227||4621818||1997638||651502||1972678||149310||104227||45083||2302127||197693||37753||25811||12617||25825||176192||30037||90927||161106||72675||1471491|
01|00|00|0100000US|United States||333111|Farm machinery and equipment manufacturing||31|2017|1053||1139||20117326||3012570||728662||59571||36456||36544||36443||36669||68406||1674289||11730915||10556508||858386||35674||94371||185976||1225363||0|D|0||8346988||3433013||1554011||488648||1390354||3431288||1489991||513245||1428052||112001||81778||30223||1556566||111325||27819||17976||8356||22068||137923||22443||62380||123666||56244||966366|
01|00|00|0100000US|United States||333112|Lawn and garden tractor and home lawn and garden equipment manufacturing||31|2017|147||166||8621567||702491||181262||19122||15754||13879||12674||13134||27193||465634||5749373||5448661||230248||11012||31637||27815||402170||0||0||2900071||1136900||482657||135370||518873||1190530||507647||138257||544626||37309||22449||14860||745561||86368||9934||7835||4261||3757||38269||7594||28547||37440||16431||505125|
01|00|00|0100000US|United States||33312|Construction machinery manufacturing||31|2017|652||744||32088964||3499018||886383||62241||42414||42619||43418||44209||79695||2025299||16868279||14676301||1740648||49754||141402||260174||2000010||0|D|0|D|15861086||5189804||1727643||1222439||2239722||5852754||2047496||1542987||2262271||119987||72631||47356||1830903||203144||21266||28817||19974||23041||239718||32167||84774||157061||60493||960448|
